NAME	SMILE Format
Tallysomycin	O=C(C(CNC(C1=NC(N)=C(C)C(C(NC(C(OC(OC(C2O)CO)C(C2O)O[C@@H](O[C@@H]([C@H]3O)CO)[C@@H]([C@@H]3OC(N)=O)O)C4=CNC=N4)C(NC(C(CC(NC(C(C)O)C(NC(C(C5=NC(C6=NC(C(NCCCN7CCCCC7C)=O)=CS6)=CS5)O)O[C@H](O[C@@H]([C@H]8N)C)[C@@H]([C@@H]8O)O)=O)=O)O)C)=O)=O)=N1)CC(N)=O)N)N
Orienticin	CNC(C(NC(C(C1=CC(Cl)=C(OC2=CC3=CC(OC4=CC=C5C=C4)=C2OC(C(C6O)OC(CC7(NCC(O)=O)C)OC(C)C7O)OC(C6O)CO)C=C1)O)C(NC(C(NC3C(NC(C(NC8C5OC(OC(C)C9O)CC9(N)C)=O)C%10=CC(C%11=C(O)C=C(O)C=C%11C(C(O)=O)NC8=O)=C(C=C%10)O)=O)=O)CC(N)=O)=O)=O)CC(C)C
Tallysomycin S13b	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCN4C(C)COCC4)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C5=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C5C)=O)([H])[C@@](C6=CNC=N6)([H])O[C@H](O7)[C@@H](O[C@@H](O[C@H](CO)[C@H]8O)[C@@H](O)[C@H]8OC(N)=O)[C@@H](O)[C@H](O)[C@@H]7CO)=O)=O
Bogorol D	CCC(C)C(O)C(N/C(C(NC(CCS(C)=O)C(NC(CCCN)C(NC(C(CC)C)C(NC(C(C)C)C(NC(C(C)C)C(NC(CCCCN)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCCCN)C(NC(CC1=CC=C(O)C=C1)C(NC(CC(C)C)C(NC(C(C)C)CO)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C)=O
Tallysomycin S8b	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCN(CCO)CCO)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O
A 21978 C0; Daptomycin; LY-146032	O=C(NC(CC(C1=CC=CC=C1N)=O)C(O[C@H](C)[C@@H](C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C(NC(CC(O)=O)C(NC2)=O)=O)=O)=O)=O)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(NC(CCCCCCCCC)=O)CC3=CNC4=C3C=CC=C4)=O)=O)=O)=O)C(C(C)CC(O)=O)NC(C(CO)NC2=O)=O
Daptomycin	O=C(NC(CC(N)=O)C(NC(CC(O)=O)C(NC(C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C(NC(C(NCC(NC(CO)C(NC(C(CC(O)=O)C)C(NC1CC(C2=C(N)C=CC=C2)=O)=O)=O)=O)=O)CC(O)=O)=O)=O)=O)=O)=O)C(C)OC1=O)=O)=O)C(CC3=CNC4=C3C=CC=C4)NC(CCCCCCCCC)=O
Homophymine A	OC(C(O)C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(CO)C(NC(CCCN)C(NC(C(N(C)C(CCC(N)=O)C(NC(C(C)OC)C(NC(CC(O)=O)C(N1CCCCC1C2=O)=O)=O)=O)=O)CC(C)C)=O)=O)=O)C(O2)C(C)C(C)C)=O)=O)C(NC(C(NC(C(C(C(CC(CC(C)C)C)C)O)C)=O)CCCN)=O)CCC(O)=O
Stendomycin; Stendomycin-A; Stendomycin-B; A-116-Sa; NSC-122716	O=C(C1N(CCC1)C(CCCCCCCCCCC(C)C)=O)N(C)C(C(C)O)C(NCC(NC(C(C)C)C(NC(C(C)CC)C(NC(C)C(N/C(C(NC(C(NC(C(C)C)C(NC(C(C)C)C(NC(C(C)O)C(NC(CO)C(NC2C(C)CC)=O)=O)=O)=O)=O)C(C)OC(C(C3N(C)/C(NCC3)=N/C)NC2=O)=O)=O)=C\C)=O)=O)=O)=O)=O
Actaplanin N	O=C(C(C(OC(CC(N)C1O)OC1C)C2=CC=C(C(Cl)=C2)OC3=CC4=CC(OC5=CC=C6C=C5)=C3O[C@H](O[C@H](CO[C@H](O[C@@H](C)[C@@H]7O)[C@H](O)[C@@H]7O)[C@H]8O)[C@H](O)[C@H]8O)NC(C9NC(C4NC(C(C%10=CC(O)=C(C(OC%11=C(O)C=CC%12=C%11)=C%10)C)NC(C(C6)NC(C%12N)=O)=O)=O)=O)=O)NC(C(OC)=O)C%13=CC(O)=CC(O)=C%13C(C=C9C=C%14)=C%14O
Antibiotic A 54145	O=C(NC(CCC(O)=O)C(NC(C(O)C(N)=O)C(NC(C(N(CC(NC(C)C(NC(CC(O)=O)C(NC1CCCCN)=O)=O)=O)C)=O)C(OC(C(NC(C(CCC(O)=O)NC(C(CC(N)=O)NC(CNC(C(NC1=O)C(OC)C(O)=O)=O)=O)=O)=O)C(C)C)=O)C)=O)=O)C(NC(CCCCCCC(C)C)=O)CC2=CNC3=C2C=CC=C3
Integramide A	OC(CNC(C(C)(CC)NC(C(CC)(C)NC(C1N(C(C(C)(C)NC(C(C)(CC)NC(C(NC(C2N(C(C(C)(C)NC(C(C)(C)NC(C(C)(C)NC(C(CC(C)C)NC(C(CC)(NC(C(NC(C3N(C(C(C)(CC)NC(C)=O)=O)CC(O)C3)=O)C(C)CC)=O)C)=O)=O)=O)=O)=O)CC(O)C2)=O)CC(C)C)=O)=O)=O)CC(O)C1)=O)=O)=O)=O
Kendarimide A	O=C(N(C)C(C)C(N(C)C(C(C)C)C(N(C)C(C(C)C)C(N(C)C1C(N(C)C(C(NC(CC2=CC=CC=C2)CO)=O)CSSC1)=O)=O)=O)=O)C(C(C)C)N(C)C(C(N(C)C(C(C(C)C)N(C)C(C(C(C)C)N(C)C(C(C)N(C)C(C(C(CC)C)N(C)C(C(CC3=CC=CC=C3)NC(C(N4C)CCC4=O)=O)=O)=O)=O)=O)=O)C(C)C)=O
A 21978 C1	O=C(NC(CC(C1=CC=CC=C1N)=O)C(O[C@H](C)[C@@H](C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C(NC(CC(O)=O)C(NC2)=O)=O)=O)=O)=O)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(NC(CCCCCCC(C)CC)=O)CC3=CNC4=C3C=CC=C4)=O)=O)=O)=O)C(C(C)CC(O)=O)NC(C(CO)NC2=O)=O
Siomycin D1	O=C(N/C(C1=N[C@@H]2CS1)=C\C)C(C(C)O)NC(C3=CSC([C@@](NC4=O)(CC5)[C@@H](C6=CSC(C(C(C)OC(C7=NC([C@@H](O)[C@@H]8NC(C(C)C)C(NC(C(NC(C(N[C@@]4([H])C)=O)=C)=O)=C)=O)=C(C=C8)C(CO)=C7)=O)NC(C9=CSC(C([C@@](O)(C)[C@@H](C)O)NC2=O)=N9)=O)=N6)N=C5C%10=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS%10)=N3)=O
Microviridin SD1684	OC(C)C(C(NC(C)C(NC(C(O1)C)C(NC(CCCNC(N)=N)C(NC(CCCCNC2=O)C(NC(CC3=CC=C(O)C=C3)C(N4CCCC4C(NC(C(NC(C(NC(CC5=CNC6=C5C=CC=C6)C(NC(C(NC(C2O)C(NC(C(O)=O)CC7=CC=C(O)C=C7)=O)=O)CC8)=O)=O)CC1=O)=O)COC8=O)=O)=O)=O)=O)=O)=O)=O)NC(C)=O
Tallysomycin S14b	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCNC(C)C4=CC=CC=C4)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C5=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C5C)=O)([H])[C@@](C6=CNC=N6)([H])O[C@H](O7)[C@@H](O[C@@H](O[C@H](CO)[C@H]8O)[C@@H](O)[C@H]8OC(N)=O)[C@@H](O)[C@H](O)[C@@H]7CO)=O)=O
Tallysomycin	O=C(C(CNC(C1=NC(N)=C(C)C(C(NC(C(OC(OC(C2O)CO)C(C2O)O[C@@H](O[C@@H]([C@H]3O)CO)[C@@H]([C@@H]3OC(N)=O)O)C4=CNC=N4)C(NC(C(CC(NC(C(C)O)C(NC(C(C5=NC(C6=NC(C(NCCCNC(C7=CC=CC=C7)C)=O)=CS6)=CS5)O)O[C@H](O[C@@H]([C@H]8N)C)[C@@H]([C@@H]8O)O)=O)=O)O)C)=O)=O)=N1)CC(N)=O)N)N
<h1>Evasterias retifera<h0> Disialoganglioside	OC(C1(OC2C(O)C(CO)OC(C2NC(C)=O)OC3C(O)C(OC4C(O)C(O)C(OCC(NC(CCCCCCCCCCCCCCC)=O)C(O)C(O)CCCCCCCCCC(C)C)OC4CO)OC(CO)C3O)CC(O)C(NC(C)=O)C(C(O)C(O)COC5(C(O)=O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)O1)=O
Homophymine A	OC(C(O)C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(CO)C(NC(CCCN)C(NC(C(N(C)C(CCC(N)=O)C(NC(C(C)OC)C(NC(CC(O)=O)C(N1CCCCC1C2=O)=O)=O)=O)=O)CC(C)C)=O)=O)=O)C(O2)C(C)C(C)C)=O)=O)C(NC(C(NC(C(C(C(CC(CC(C)CC)C)C)O)C)=O)CCCN)=O)CCC(O)=O
Antibiotic A 54145	O=C(NC(CCC(O)=O)C(NC(C(O)C(N)=O)C(NC(C(N(CC(NC(C)C(NC(CC(O)=O)C(NC1CCCCN)=O)=O)=O)C)=O)C(OC(C(NC(C(CCC(O)=O)NC(C(CC(N)=O)NC(CNC(C(NC1=O)C(OC)C(O)=O)=O)=O)=O)=O)C(CC)C)=O)C)=O)=O)C(NC(CCCCCCCCC)=O)CC2=CNC3=C2C=CC=C3
Actaplanin C2	O=C(C(C(O[C@@H](C[C@@H](N)[C@H]1O)O[C@H]1C)C2=CC=C(C(Cl)=C2)OC3=CC4=CC(OC5=CC=C6C=C5)=C3O)NC(C7NC(C4NC(C(C8=CC(OC(O[C@H](CO)[C@H]9O)[C@@H](O)[C@H]9O)=C(C(OC%10=C(O)C=CC%11=C%10)=C8)C)NC(C(C6)NC(C%11N)=O)=O)=O)=O)=O)NC(C(OC)=O)C%12=CC(O)=CC(OC(O[C@H](CO)[C@H]%13O)[C@@H](O)[C@H]%13O)=C%12C(C=C7C=C%14)=C%14O
Actaplanin C3; A-4696 C3	O=C(C(C(O[C@@H](C[C@@H](N)[C@H]1O)O[C@H]1C)C2=CC=C(C(Cl)=C2)OC3=CC4=CC(OC5=CC=C6C=C5)=C3O[C@H](O[C@H](CO)[C@H]7O)[C@H](O)[C@H]7O)NC(C8NC(C4NC(C(C9=CC(OC(O[C@H](CO)[C@H]%10O)[C@@H](O)[C@H]%10O)=C(C(OC%11=C(O)C=CC%12=C%11)=C9)C)NC(C(C6)NC(C%12N)=O)=O)=O)=O)=O)NC(C(OC)=O)C%13=CC(O)=CC(O)=C%13C(C=C8C=C%14)=C%14O
Actaplanin G; A-4696 G	O=C(C(C(O[C@@H](C[C@@H](N)[C@H]1O)O[C@H]1C)C2=CC=C(C(Cl)=C2)OC3=CC4=CC(OC5=CC=C6C=C5)=C3O[C@H](O[C@H](CO)[C@H]7O)[C@H](O)[C@H]7O)NC(C8NC(C4NC(C(C9=CC(O)=C(C(OC%10=C(O)C=CC%11=C%10)=C9)C)NC(C(C6)NC(C%11N)=O)=O)=O)=O)=O)NC(C(OC)=O)C%12=CC(O)=CC(OC(O[C@H](CO)[C@H]%13O)[C@@H](O)[C@H]%13O)=C%12C(C=C8C=C%14)=C%14O
Actaplanin M	O=C(C(C(O[C@@H](C[C@@H](N)[C@H]1O)O[C@H]1C)C2=CC=C(C(Cl)=C2)OC3=CC4=CC(OC5=CC=C6C=C5)=C3O[C@H](O[C@H](CO)[C@H]7O)[C@H](O[C@H](O[C@H](CO)[C@H]8O)[C@@H](O)[C@H]8O)[C@H]7O)NC(C9NC(C4NC(C(C%10=CC(O)=C(C(OC%11=C(O)C=CC%12=C%11)=C%10)C)NC(C(C6)NC(C%12N)=O)=O)=O)=O)=O)NC(C(OC)=O)C%13=CC(O)=CC(O)=C%13C(C=C9C=C%14)=C%14O
Integramide B	OC(CNC(C(C)(CC)NC(C(CC)(C)NC(C1N(C(C(C)(C)NC(C(C)(CC)NC(C(NC(C2N(C(C(C)(CC)NC(C(C)(C)NC(C(C)(C)NC(C(CC(C)C)NC(C(CC)(NC(C(NC(C3N(C(C(C)(CC)NC(C)=O)=O)CC(O)C3)=O)C(CC)C)=O)C)=O)=O)=O)=O)=O)CC(O)C2)=O)CC(C)C)=O)=O)=O)CC(O)C1)=O)=O)=O)=O
A 21978 C2	O=C(NC(CC(C1=CC=CC=C1N)=O)C(O[C@H](C)[C@@H](C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C(NC(CC(O)=O)C(NC2)=O)=O)=O)=O)=O)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(NC(CCCCCCCCC(C)C)=O)CC3=CNC4=C3C=CC=C4)=O)=O)=O)=O)C(C(C)CC(O)=O)NC(C(CO)NC2=O)=O
Siomycin; Siomycin-A; 6741-21; A-59-A; 21-31; Sporangiomycin; Mutabillicin	O=C(N/C(C1=N[C@@H]2CS1)=C\C)C(C(C)O)NC(C3=CSC([C@@](NC4=O)(CC5)[C@@H](C6=CSC(C([C@@H](C)OC(C7=NC([C@@H](O)[C@@H]8N[C@@H](C(C)C)C(NC(C(NC(C(N[C@@]4([H])C)=O)=C)=O)=C)=O)=C(C=C8)C([C@@H](C)O)=C7)=O)NC(C9=CSC(C([C@@](O)(C)[C@@H](C)O)NC2=O)=N9)=O)=N6)N=C5C%10=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS%10)=N3)=O
A 21978 C4	O=C(NC(CC(C1=CC=CC=C1N)=O)C(O[C@H](C)[C@@H](C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C(NC(CC(O)=O)C(NC2)=O)=O)=O)=O)=O)=O)NC(C(CC(O)=O)NC(C(CC(O)=O)NC(C(NC(CCCCCCCCCCC)=O)CC3=CNC4=C3C=CC=C4)=O)=O)=O)=O)C(C(C)CC(O)=O)NC(C(CO)NC2=O)=O
Theonellamide F	BrC1=CC=C(CC(N2)C(NCCC(NC(C(O)=O)CC(O)CC(NC3C(NC(C(NC(CO)C(NC(C(NC(CC(NC(CO)C(NC(C(NC(CC(N)=O)C(NC(C2=O)C(C(N)=O)O)=O)=O)CN4C=NC(C3)=C4)=O)=O)C(O)/C=C(C)\C=C/C5=CC=C(Br)C=C5)=O)CC6=CC=CC=C6)=O)=O)C(O)C)=O)=O)=O)=O)C=C1
Bleomycin-B6; Phleomycin-G'	N=C(NCCCCNC(N)=N)NCCCCNC(NCCCCNC(C1=CSC(C2=CSC(CCNC([C@@]([C@@H](C)O)([H])NC([C@@H](C)[C@H](O)[C@@H](C)NC([C@](NC(C3=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C3C)=O)([H])[C@@](C4=CNC=N4)([H])O[C@H](O5)[C@@H](O[C@@H](O[C@H](CO)[C@H]6O)[C@@H](O)[C@H]6OC(N)=O)[C@@H](O)[C@H](O)[C@@H]5CO)=O)=O)=O)=N2)=N1)=O)=N
Antibiotic UK 68597	ClC1=C(C=CC(C(O)C2C(NC(C(O)=O)C(C=C(C=C3O)O)=C3C4=CC(C(C(N2)=O)NC(C5NC(C(NC6=O)C7=CC8=CC(OS(=O)(O)=O)=C7)=O)=O)=CC(Cl)=C4O)=O)=C1)OC9=CC5=CC(OC%10=CC=C(C=C%10Cl)CC6NC(C(C(C=C%11O8)=CC(Cl)=C%11O)=O)=O)=C9OC(OC(C%12O)CO)C(C%12O)OC%13CC(N)(C)C(O)C(C)O%13
Microviridin SD1684	OC(C)C(C(NC(C)C(NC(C(O)C)C(NC(CCCNC(N)=N)C(NC(CCCCNC1=O)C(NC(CC2=CC=C(O)C=C2)C(N3CCCC3C(NC(C(NC(C(NC(CC4=CNC5=C4C=CC=C5)C(NC(C(NC(C1O)C(NC(C(O)=O)CC6=CC=C(O)C=C6)=O)=O)CC7)=O)=O)CC(O)=O)=O)COC7=O)=O)=O)=O)=O)=O)=O)=O)NC(C)=O
Phleomycin-G; Dihydrobleomycin-B6	N=C(NCCCCNC(N)=N)NCCCCNC(NCCCCNC(C1=CSC(C2N=C(SC2)CCNC([C@@]([C@@H](C)O)([H])NC([C@@H](C)[C@H](O)[C@@H](C)NC([C@](NC(C3=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C3C)=O)([H])[C@@](C4=CNC=N4)([H])O[C@H](O5)[C@@H](O[C@@H](O[C@H](CO)[C@H]6O)[C@@H](O)[C@H]6OC(N)=O)[C@@H](O)[C@H](O)[C@@H]5CO)=O)=O)=O)=N1)=O)=N
Antibiotic A 54145	O=C(NC(CCC(O)=O)C(NC(C(O)C(N)=O)C(NC(C(N(CC(NC(C)C(NC(CC(O)=O)C(NC1CCCCN)=O)=O)=O)C)=O)C(OC(C(NC(C(CCC(O)=O)NC(C(CC(N)=O)NC(CNC(C(NC1=O)C(OC)C(O)=O)=O)=O)=O)=O)C(CC)C)=O)C)=O)=O)C(NC(CCCCCCC(C)CC)=O)CC2=CNC3=C2C=CC=C3
Tallysomycin S1a	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCC(N)CC(NCCCN)=O)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O
Antibiotic A 21978C	O=C(CCCCCCC(C)CC)NC(C(NC(CC(N)=O)C(NC(CC(O)=O)C(NC(C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C1=O)=O)=O)=O)=O)C(OC(C(CC(C2=C(N)C=CC=C2)=O)NC(C(C(C)CC(O)=O)NC(C(CC(N)=O)NC(CNC(C(N1)CC(O)=O)=O)=O)=O)=O)=O)C)=O)=O)=O)CC3=CNC4=C3C=CC=C4
A 21978 C3	O=C(NC(CC(C1=CC=CC=C1N)=O)C(O[C@H](C)[C@@H](C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C(NC(CC(O)=O)C(NC2)=O)=O)=O)=O)=O)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(NC(CCCCCCCCC(C)CC)=O)CC3=CNC4=C3C=CC=C4)=O)=O)=O)=O)C(C(C)CC(O)=O)NC(C(CO)NC2=O)=O
A-21978 C5	O=C(NC(CC(C1=CC=CC=C1N)=O)C(O[C@H](C)[C@@H](C(NCC(NC(CCCN)C(NC(CC(O)=O)C(NC(C)C(NC(CC(O)=O)C(NC2)=O)=O)=O)=O)=O)=O)NC(C(CC(O)=O)NC(C(CC(O)=O)NC(C(NC(CCCCCCCCCCCC)=O)CC3=CNC4=C3C=CC=C4)=O)=O)=O)=O)C(C(C)CC(O)=O)NC(C(CO)NC2=O)=O
Siomycin-C	O=C(N/C(C(SC1)=N[C@]21[H])=C\C)C([C@@](C)([H])O)NC(C3=CSC(C(NC4=O)(CC5)[C@@H](C6=CSC(C([C@@H](C)OC(C7=NC([C@@H](O)[C@@H]8NC(C(C)C)C(NC(C(NC(C(N[C@]4([H])C)=O)=C)=O)=C)=O)=C(C=C8)C([C@H](C)O)=C7)=O)NC(C9=CSC([C@@]([C@](O)(C)[C@@](C)([H])O)([H])NC2=O)=N9)=O)=N6)N=C5C%10=NC(C(NC(C(NC(C(OC)=O)=C)=O)=C)=O)=CS%10)=N3)=O
Siomycin A	O=C(NC(C(NC(C(NC(C(NC1(C2=NC(C(NC(C(N/C(C3=NC4CS3)=C\C)=O)C(O)C)=O)=CS2)CCC(C5=NC(C(NC(C(NC(C(OC)=O)=C)=O)=C)=O)=CS5)=NC16)=O)C)=O)=C)=O)=C)C(C(C)C)NC(C7O)C=CC8=C7N=C(C=C8C(O)C)C(OC(C(C9=NC6=CS9)NC(C%10=CSC(C(NC4=O)C(O)(C(O)C)C)=N%10)=O)C)=O
Thiostrepton; Thiostrepton A; Bryamycin; Thiactin; 6739-15; 6761-31; A-8506; X-146	O=C(N/C(C1=N[C@@H]2CS1)=C\C)[C@@]([C@](C)([H])O)([H])NC(C3=CSC([C@@](NC4=O)(CC5)[C@@H](C6=CSC([C@H](C(C)OC(C7=NC([C@@H](O)[C@@H]8NC([C@](C)([H])CC)C(N[C@@H](C)C(NC(C(N[C@H]4C)=O)=C)=O)=O)=C(C=C8)C([C@](C)([H])O)=C7)=O)NC(C9=CSC([C@H]([C@@](O)(C)[C@@H](C)O)NC2=O)=N9)=O)=N6)N=C5C%10=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS%10)=N3)=O
Microviridin E	O=C(NC(CC1=CC=C(O)C=C1)C(N2CCCC2C(NC(CO)C(NC(C(NC(CC3=CC=CC=C3)C(NC(CCC(OC)=O)C(NC4C(NC(C(O)=O)CC5=CC=CC=C5)=O)=O)=O)=O)CC6=O)=O)=O)=O)C(CCCCNC(C4)=O)NC(C(CC7=CC=C(O)C=C7)NC(C(C(C)O6)NC(C(CO)NC(C(CC8=CC=CC=C8)NC(C)=O)=O)=O)=O)=O
Didemnin X	COC1=CC=C(CC(C(OC(C(NC(C(CC(C)C)N(C)C(C2CCCN2C(C(C)OC(C(NC(C(NC(C(NC(CC(O)CCCCCCC)=O)CCC(N)=O)=O)CCC(N)=O)=O)CCC(N)=O)=O)=O)=O)=O)C3=O)C)=O)N(C)C(C4N(C(C(CC(C)C)NC(C(C(C(C(C)C)OC(CC(O)C(C(CC)C)N3)=O)=O)C)=O)=O)CCC4)=O)C=C1
Thiopeptin-Bb	S=C(NC(C(C)OC(C1=NC([C@@H](O)[C@@H]2NC(C(C)C)C(NC(C)C(NC(C(N[C@H]3C)=O)=C)=O)=O)=C(C=C2)C(C(C)O)=C1)=O)C4=NC([C@@H](N=C5C6=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS6)[C@](NC3=O)(CC5)C7=NC(C(NC(C(C)O)C(N/C(C8=N[C@@H]9CS8)=C\C)=O)=O)=CS7)=CS4)C%10=CSC(C(C(O)(C)C(C)O)NC9=O)=N%10
Siomycin A	CC(OC(C1=NC(C2O)=C(C=CC2NC3C(C)C)C(C(O)C)=C1)=O)C(C4=NC(C5C(C6=NC(C(NC(C(N/C(C7=NC8CS7)=C\C)=O)C(O)C)=O)=CS6)(CCC(C9=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS9)=N5)NC(C(NC(C(NC(C(NC3=O)C)=O)=C)=O)C)=O)=CS4)NC(C%10=CSC(C(NC8=O)C(O)(C(O)C)C)=N%10)=S
Antiamoebin II; Antiamebin II; 13-L-Prolineantiamebin I	O=C(N(CCC1)C1C(N[C@](CO)([H])CC2=CC=CC=C2)=O)C(C)(C)N(C)C(C3N(CCC3)C(C(CC)(C)NC(C(CCC(N)=O)NC(C(C4)N(CC4O)C(C(C)(C)NC(C(C)(C)NC(C(CC(C)C)NC(CNC(C(CC)(C)NC(C(C)(C)NC(C(C)(C)NC(C(C)(C)NC(C(CC5=CC=CC=C5)NC(C)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O
Thiopeptin-Ba; Thiofeed	S=C(NC(C(C)OC(C1=NC([C@@H](O)[C@@H]2NC(C(C)C)C(NC(C)C(NC(C(N[C@H]3C)=O)=C)=O)=O)=C(C=C2)C(C(C)O)=C1)=O)C4=NC([C@@H](N[C@H]5C6=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS6)[C@](NC3=O)(CC5)C7=NC(C(NC(C(C)O)C(N/C(C8=N[C@@H]9CS8)=C\C)=O)=O)=CS7)=CS4)C%10=CSC(C(C(O)(C)C(C)O)NC9=O)=N%10
Siomycin A	CC(OC(C1=NC(C2O)=C(C=CC2NC3C(C)C)C(C(O)C)=C1)=O)C(C4=NC(C5C(C6=NC(C(NC(C(N/C(C7=NC8CS7)=C\C)=O)C(O)C)=O)=CS6)(CCC(N5)C9=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS9)NC(C(NC(C(NC(C(NC3=O)C)=O)=C)=O)C)=O)=CS4)NC(C%10=CSC(C(NC8=O)C(O)(C(O)C)C)=N%10)=S
Antiamebin I; Antiamoebin; Stilbellin	O=C(C(C)(C)NC(C(C)(C)NC(C(CC(C)C)NC(CNC(C(CC)(C)NC(C(C)(C)NC(C(C)(C)NC(C(C)(C)NC(C(CC1=CC=CC=C1)NC(C)=O)=O)=O)=O)=O)=O)=O)=O)=O)N(C[C@H](O)C2)[C@@H]2C(NC(CCC(N)=O)C(NC(CC)(C)C(N(C[C@@H]3O)[C@@H](C3)C(NC(C)(C)C(N(CCC4)C4C(N[C@](CO)([H])CC5=CC=CC=C5)=O)=O)=O)=O)=O)=O
Antibiotic A 54145	O=C(NC(CCC(O)=O)C(NC(C(O)C(N)=O)C(NC(C(N(CC(NC(C)C(NC(CC(O)=O)C(NC1CCCCN)=O)=O)=O)C)=O)C(OC(C(NC(C(C(C)CC(O)=O)NC(C(CC(N)=O)NC(CNC(C(NC1=O)C(OC)C(O)=O)=O)=O)=O)=O)C(CC)C)=O)C)=O)=O)C(NC(CCCCCCC(C)CC)=O)CC2=CNC3=C2C=CC=C3
Lipid I	OCC1OC(OP(O)(OP(O)(OC/C=C(C)\CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)\CC/C=C(C)/CC/C=C(CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)\C)=O)=O)C(NC(C)=O)C(OC(C)C(NC(C(NC(C(O)=O)CCC(NC(CCCCN)C(NC(C)C(NC(C)C(O)=O)=O)=O)=O)=O)C)=O)C1O
Tallysomycin S11a	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCC(N)CC(NCCCNC)=O)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O
