NAME	Molecular Weight	SMILE Format	SOURCE	ACTIVITY
Tallysomycin S5b	1576.63	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCNCC(C)O)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O	Streptoalloteichus hindustanus+N-beta- Hydroxypropyl-1.2-diaminobutane	(S.aureus, 6.3) (S.lutea, 12.5) (B.subt., .025) (E.coli, .4) (P.vulg., 3.1) (Mycob.sp., .2) (C.alb., 25) (Fungi, .4)
Tallysomycin S6b	1576.63	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCNCCO)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O	Streptoalloteichus hindustanus+N-beta- Hydroxyethyl-1.3-diaminopropane	(S.aureus, 6.3) (S.lutea, 12.5) (B.subt., .02) (E.coli, .4) (P.vulg., 3.1) (Mycob.sp. .2) (C.alb., 25) (Fungi, .8)
Antibiotic WAP 8294A	1576.816	O=C(C(CO)NC(C(C(O)C(N)=O)NC(C(CO)NC(CC(OC(C(C(C)C)N(C)C(C(NC(C(CC1=CNC2=C1C=CC=C2)NC(C(CC(N)=O)NC(C(CCC(O)=O)NC(C(CCCN)NC(C(CC(C)C)NC(C(CC3=CC=CC=C3)N4C)=O)=O)=O)=O)=O)=O)CCCN)=O)=O)CCCC(C)C)=O)=O)=O)NCCC4=O		
Antibiotic CDA	1577.4031652	O=C(NC(CC(O)=O)C(NC(C(NC(C(NC(CC(O)=O)C(NCC(NC(C(C(N)=O)OP(O)(O)=O)C(NC(C(C)CC(O)=O)C(N/1)=O)=O)=O)=O)=O)C2=CC=C(F)C=C2)=O)CC(O)=O)=O)C(NC(C(NC(C(CO)NC(C(O3)C3CCC)=O)=O)C(OC(C1=C\C4=CNC5=C4C=CC=C5)=O)C)=O)CC6=CNC7=C6C=CC=C7		
Antibiotic CDA	1577.427762	O=C(NC(CC(O)=O)C(NC(C(NC(C(NC(CC(O)=O)C(NCC(NC(C(OP(O)(O)=O)C(N)=O)C(NC(C(C)CC(O)=O)C(N1)=O)=O)=O)=O)=O)C2=CC=C(O)C=C2)=O)CC(O)=O)=O)C(NC(C(NC(C(CO)NC(C(O3)C3CCC)=O)=O)C(OC(C1CC4=CNC5=C4C=CC=C5)=O)C)=O)CC6=CNC7=C6C=CC=C7		
Tallysomycin S2b	1578.68345142	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCC[S+](C)C)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O	Streptoalloteichus hindustanus+3-aminopropyl- Dimethylsulfonium chloride	(S.aureus, 1.6) (S.lutea, 6.3) (B.subt., .013) (E.coli, .4) (P.vulg., 1.6) (Mycob.sp., .05) (C.alb., 25) (Fungi, .8)
Tallysomycin S2b	1578.68345142	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCC[S+](C)C)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O	Streptoalloteichus hindustanus+3-aminopropyl- Dimethylsulfonium chloride	(S.aureus, 1.6) (S.lutea, 6.3) (B.subt., .013) (E.coli, .4) (P.vulg., 1.6) (Mycob.sp., .05) (C.alb., 25) (Fungi, .8)
Tallysomycin	1578.68345142	O=C(C(CNC(C1=NC(N)=C(C)C(C(NC(C(OC(OC(C2O)CO)C(C2O)OC(OC(C3O)CO)C(C3OC(N)=O)O)C4=CNC=N4)C(NC(C(CC(NC(C(C)O)C(NC(C(C5=NC(C6=NC(C(NCCC[S+](C)C)=O)=CS6)=CS5)O)OC(OC(C7N)C)C(C7O)O)=O)=O)O)C)=O)=O)=N1)CC(N)=O)N)N		
Antibiotic CDA	1579.4191652	O=C(NC(CC(O)=O)C(NC(C(NC(C(NC(CC(O)=O)C(NCC(NC(C(C(N)=O)OP(O)(O)=O)C(NC(C(C)CC(O)=O)C(N1)=O)=O)=O)=O)=O)C2=CC=C(F)C=C2)=O)CC(O)=O)=O)C(NC(C(NC(C(CO)NC(C(O3)C3CCC)=O)=O)C(OC(C1CC4=CNC5=C4C=CC=C5)=O)C)=O)CC6=CNC7=C6C=CC=C7		
Acanthagangliosides I-J	1579.911	O=C(C)NC1C(OC2OC(CO)C(OC3OC(C(O)C)C(O)C3O)C(O)C2O)CC(C(O)=O)(OC4C(O)C(CO)OC(OC5C(O)C(O)C(OCC(NC(C(O)CCCCCCCCCCCCCCCCCCCCCC)=O)C(O)C(O)CCCCCCCCCCCC)OC5CO)C4O)OC1C(O)C(O)CO		
Papuamides	1580.189	CCC(C)/C=C(C)/C=C\C(O)C(C)(O)C(NCC(NC(C(N/C(C(NC(C(NC(C(C(C)C)OC(C1N(C(C(NC2=O)C(OC)C3=CC=C(OC4OC(C)C(O)C(O)C4O)C=C3)=O)CCC(Cl)C1)=O)C(NC(COC)C(NCC(NC(C)C(N(C)C2C(O)C)=O)=O)=O)=O)=O)C(C)C(C)C(N)=O)=O)=C\C)=O)C(O)C)=O)=O		
Tridecaptin-Ca1	1580.848	O=C(C(C(C)C)NC(C(CCC(O)=O)NC(C(CC1=CC=CC=C1)NC(C(CCN)NC(C(CCN)NC(C(CO)NC(C(CC2=CNC3=C2C=CC=C3)NC(C(CO)NC(CNC(C(CCN)NC(C(C(C)C)NC(CC(CCCCC(C)CC)O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)NC(C(C)C)C(NC(CO)C(O)=O)=O	Bacillus polymyxa	(B. subt., 6.25) (S. aureus, 12.5) (E. coli, 3.13) (K. pneum., 6.25) (Ps. aerug., 25) (g-pos., )
Acanthagangliosides A-H	1581.883	OC(C(OC(OC(C(C1OC2C(OC(OCC(C(C(CCCCCCCCCCCC)O)O)NC([C@H](CCCCCCCCCCCCCCCCCCCCC)O)=O)C(C2O)O)CO)O)C(C(O1)CO)O)(C(O)=O)CC3OC(C(C(OC4C(C(C(O4)C(CO)O)O)O)C5O)O)OC5CO)C3NC(C)=O)C(CO)O		
Flavomycin; Moenomycin; Moenomycin-A; Bambermycin; Prasinomycin; Prasinomycin-A	1582.597762	O=P(OC[C@](OC/C=C(C)\CC/C=C/C(C)(C)CCC(C/C=C(C)/CCC=C(C)C)=C)([H])C(O)=O)(O)O[C@@H]1[C@H](O[C@H]2[C@H](NC(C)=O)[C@H]([C@H](O[C@H]3[C@H](NC(C)=O)[C@H]([C@H](O[C@@H]([C@H](O)[C@@H](O)[C@H]4O)O[C@@H]4C(NC5=C(O)CCC5=O)=O)[C@@H](C)O3)O)[C@@H](CO[C@H](O[C@H](CO)[C@H]6O)[C@H](O)[C@H]6O)O2)O)[C@H]([C@@](O)(C)[C@@H](C(N)=O)O1)OC(N)=O	Streptomyces bambergensis, S.ghanaensis, S.ederensis, S.ghyshiriensis, S.prasinus, S.prasinopilosus,S.hirsutus	(S.aureus, .03-.05) (S.lutea, 16-250) (B.subt., .001-.1) (Shyg., 8-50) (E.coli, .188-61) (K.pneum., 5-94) (P.vulg., 23) (Ps.aer., 24-62) (S.cerev., ) (C.alb., )
Moenomycin	1582.597762	CC(C)=CCC/C(C)=C/CC(CCC(C)(C)/C=C/CC/C(C)=C\COC(C(O)=O)COP(O)(OC(C(OC(C(C1O)NC(C)=O)OC(C1OC(C(C2O)NC(C)=O)OC(C2OC(C3O)OC(C(NC4=C(O)CCC4=O)=O)C(C3O)O)C)COC(C(C(O)C5O)O)OC5CO)C6OC(N)=O)OC(C6(C)O)C(N)=O)=O)=C		
Homophymine A	1583.889	OC(C(O)C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(CO)C(NC(CCCN)C(NC(C(N(C)C(CCC(N)=O)C(NC(C(C)OC)C(NC(CC(O)=O)C(N1CCCCC1C2=O)=O)=O)=O)=O)CC(C)C)=O)=O)=O)C(O2)C(C)C(C)C)=O)=O)C(NC(C(NC(C(C(C(CC(C)C)C)O)C)=O)CCCN)=O)CCC(N)=O		
Bogorol A	1584.112	CCC(C)C(O)C(N/C(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(CC(C)C)C(NC(C(NC(C(NC(CC(C)C)C(NC(CO)C(C)C)=O)=O)CC1=CC=C(O)C=C1)=O)CCCCN)=O)=O)C(C)C)=O)CCCCN)=O)C(C)C)=O)C(C)C)=O)C(CC)C)=O)CCCN)=O)CC(C)C)=O)=C/C)=O		
Ianthesine C	1584.154	BrC1=CC(CC(NS(=O)(O)=O)C(NC(C(O)=O)CC2=CC(Br)=C(OCCCNC(C3=NOC4(C=C(Br)C(OC)=C(Br)C4O)C3)=O)C(Br)=C2)=O)=CC(Br)=C1OCCCNC(C5=NOC6(C=C(Br)C(OC)=C(Br)C6O)C5)=O		
Homophymine A	1584.873	OC(C(O)C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(CO)C(NC(CCCN)C(NC(C(N(C)C(CCC(N)=O)C(NC(C(C)OC)C(NC(CC(O)=O)C(N1CCCCC1C2=O)=O)=O)=O)=O)CC(C)C)=O)=O)=O)C(O2)C(C)C(C)C)=O)=O)C(NC(C(NC(C(C(C(CC(C)C)C)O)C)=O)CCCN)=O)CCC(O)=O		
Theopapuamide A	1584.877	OC(C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(C(C)O)C(NC(CCCN)C(NC(C(N(C(CCC(N)=O)C(NC(C(OC)C(N)=O)C(NC1CC(N)=O)=O)=O)C)=O)CC(C)C)=O)=O)=O)C(OC(C(CC(C)C)N(C1=O)C)=O)C)=O)=O)C(C(C(C)C)NC(C(NC(C(C)C(O)C(C)CC(C)CC)=O)CNC(C)=O)=O)O		
Balhimycin V	1588.419	O=C(NC(C(O)=O)C1=C(C2=C(O)C=CC(C3N4)=C2)C(O)=CC(O)=C1)C(NC3=O)C(OC5CC(N)(C)C(C(C)O5)=O)C6=CC(Cl)=C(OC7=C(OC8C(OC(OC9C)CC(N)(C)C9=O)C(O)C(O)C(CO)O8)C(OC%10=C(Cl)C=C(C(O)C(C(NC(CC(N)=O)C(NC%11C4=O)=O)=O)NC(C(NC)CC(C)C)=O)C=C%10)=CC%11=C7)C=C6		
Chondropsin B	1588.972	CC(OC1=O)C(NC(C(C)C(O)CCC(C)C(O)/C(C)=C/C(C)C(O)C(C(O)C(C)C)NC(/C=C/C(C)(C)C(C(C)C(O)C(C)(C(OC)=O)C)=O)=O)=O)C(O)C(C)C(OC(CC(C(O)=O)O)=O)C/C=C(C)/C(O)C(C)/C=C(C)/C(O)C(C)C(O)CC2OC(C/C=C/C=C/CC/C=C/C=C/C(NC1C(C(O)=O)O)=O)CC(C)C2		
Orienticin	1592.451	OC(C(NC1=O)C2=CC(O)=CC(O)=C2C3=C(O)C=CC(C(C(NC1C4OC(CC5(N)C)OC(C)C5O)=O)NC(C6C7=CC(OC8=CC=C4C=C8Cl)=C(OC9OC(C(C(O)C9OC(OC(C)C%10O)CC%10(N)C)O)CO)C(OC%11=C(Cl)C=C(C=C%11)C(O)C(C(NC(C(N6)=O)CC(N)=O)=O)NC(C(NC)CC(C)C)=O)=C7)=O)=C3)=O		
Balhimycin V	1593.391	O=C(NC(C(O)=O)C1=C(C2=C(O)C=CC(C3N4)=C2)C(O)=CC(O)=C1)C(NC3=O)C(OC5CC(N)(C)C(C(C)O5)=O)C6=CC(Cl)=C(OC7=C(OC8C(OC9C(O)C(O)C(O)C(C)O9)C(O)C(O)C(CO)O8)C(OC%10=C(Cl)C=C(C(O)C(C(NC(CC(N)=O)C(NC%11C4=O)=O)=O)NC(C(NC)CC(C)C)=O)C=C%10)=CC%11=C7)C=C6		
Tridecaptin-Cbeta1	1594.875	O=C(C(C(C)C)NC(C(CCC(O)=O)NC(C(CC1=CC=CC=C1)NC(C(CCN)NC(C(CCN)NC(C(CO)NC(C(CC2=CNC3=C2C=CC=C3)NC(C(CO)NC(CNC(C(CCN)NC(C(C(C)C)NC(CC(CCCCC(C)CC)O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)NC(C(C)CC)C(NC(CO)C(O)=O)=O	Bacillus polymyxa	(g-pos., ) (B.subt., 6) (S.aureus, 6) (E.coli, 3) (K.pneum., 25) (g-pos., )
Acanthagangliosides A-H	1595.91	OC(C(OC(OC(C(C1OC2C(OC(OCC(C(C(CCCCCCCCCCCC)O)O)NC([C@H](CCCCCCCCCCCCCCCCCCCCCC)O)=O)C(C2O)O)CO)O)C(C(O1)CO)O)(C(O)=O)CC3OC(C(C(OC(C4O)OC(C4O)C(CO)O)C5O)O)OC5CO)C3NC(C)=O)C(CO)O		
Papuamides	1597.22	CCC(C)/C=C(C)/C=C\C(O)C(C)(O)C(NCC(NC(C(NC(C(N)C)C(NC(C(NC(C(C(C)C)OC(C1N(C(C(NC2=O)C(OC)C3=CC=C(OC4OC(C)C(O)C(O)C4O)C=C3)=O)CCC(Cl)C1)=O)C(NC(COC)C(NCC(NC(C)C(N(C)C2C(O)C)=O)=O)=O)=O)=O)C(C)C(C)C(N)=O)=O)=O)C(O)C)=O)=O		
Thiopeptin-A4b	1597.858	S=C(NC(C(C)OC(C1=NC([C@@H](O)[C@@H]2NC(C(C)C)C(NC(C)C(NC(C(N[C@H]3C)=O)=C)=O)=O)=C(C=C2)C(C(C)O)=C1)=O)C4=NC([C@@H](N=C5C6=NC(C(NC(C(N)=O)=C)=O)=CS6)[C@](NC3=O)(CC5)C7=NC(C(NC(C(C)O)C(N/C(C8=N[C@@H]9CS8)=C\C)=O)=O)=CS7)=CS4)C%10=CSC(C(C(O)(C)C(C)O)NC9=O)=N%10	S.tateyamaensis	(g-pos., )
Siomycin A	1597.858	CC(C(NC(C1=CSC(C(NC2=O)C(O)(C(O)C)C)=N1)=S)C3=NC(C4C(NC(C(NC(C(NC(C(NC(C5C(C)C)=O)C)=O)=C)=O)C)=O)(C6=NC(C(NC(C(N/C(C7=NC2CS7)=C\C)=O)C(O)C)=O)=CS6)CCC(C8=NC(C(NC(C(N)=O)=C)=O)=CS8)=N4)=CS3)OC(C9=NC(C(C(N5)C=C%10)O)=C%10C(C(O)C)=C9)=O		
Homophymine A	1597.916	OC(C(O)C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(CO)C(NC(CCCN)C(NC(C(N(C)C(CCC(N)=O)C(NC(C(C)OC)C(NC(CC(O)=O)C(N1CCCCC1C2=O)=O)=O)=O)=O)CC(C)C)=O)=O)=O)C(O2)C(C)C(C)C)=O)=O)C(NC(C(NC(C(C(C(CC(CC)C)C)O)C)=O)CCCN)=O)CCC(N)=O		
Antibiotic AC 326^a	1598.596762	O[C@@H]1[C@H](O)C(O)[C@@H](C(NC2=C(O)CCC2=O)=O)O[C@H]1O[C@H]3[C@@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]4[C@@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]5[C@@H](OP(O)(OCC(OC/C=C(CC/C=C/C(C)(C)CCC(CC6C(C)(C)CCCC6=C)=C)/C)C(O)=O)=O)O[C@H](C(N)=O)[C@](O)(C)[C@H]5OC(N)=O)O[C@@H]4CO[C@H]7O[C@H](CO)C(O)[C@@H](O)[C@H]7O)O[C@@H]3CO		
Theopapuamide A	1598.904	OC(C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(C(C)O)C(NC(CCCN)C(NC(C(N(C(CCC(N)=O)C(NC(C(OC)C(N)=O)C(NC1CC(N)=O)=O)=O)C)=O)CC(C)CC)=O)=O)=O)C(OC(C(CC(C)C)N(C1=O)C)=O)C)=O)=O)C(C(C(C)C)NC(C(NC(C(C)C(O)C(C)CC(C)CC)=O)CNC(C)=O)=O)O		
Thiopeptin-A4a	1599.874	S=C(NC(C(C)OC(C1=NC([C@@H](O)[C@@H]2NC(C(C)C)C(NC(C)C(NC(C(N[C@H]3C)=O)=C)=O)=O)=C(C=C2)C(C(C)O)=C1)=O)C4=NC([C@@H](N[C@H]5C6=NC(C(NC(C(N)=O)=C)=O)=CS6)[C@](NC3=O)(CC5)C7=NC(C(NC(C(C)O)C(N/C(C8=N[C@@H]9CS8)=C\C)=O)=O)=CS7)=CS4)C%10=CSC(C(C(O)(C)C(C)O)NC9=O)=N%10	S.tateyamensis	(S.aureus, .03) (B.subt., .25) (S.lutea, .25) (g-pos., )
Siomycin A	1599.874	CC(C(NC(C1=CSC(C(NC2=O)C(O)(C(O)C)C)=N1)=S)C3=NC(C4C(NC(C(NC(C(NC(C(NC(C5C(C)C)=O)C)=O)=C)=O)C)=O)(C6=NC(C(NC(C(N/C(C7=NC2CS7)=C\C)=O)C(O)C)=O)=CS6)CCC(N4)C8=NC(C(NC(C(N)=O)=C)=O)=CS8)=CS3)OC(C9=NC(C(C(N5)C=C%10)O)=C%10C(C(O)C)=C9)=O		
Theopapuamide A	1600.876	OC(C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(C(C)O)C(NC(CCCN)C(NC(C(N(C(CCC(N)=O)C(NC(C(OC)C(N)=O)C(NC1CC(N)=O)=O)=O)C)=O)CC(C)C)=O)=O)=O)C(OC(C(CC(C)C)N(C1=O)C)=O)C)=O)=O)C(C(C(C)(O)C)NC(C(NC(C(C)C(O)C(C)CC(C)CC)=O)CNC(C)=O)=O)O		
Bogorol D	1602.145	CCC(C)C(O)C(N/C(C(NC(CCSC)C(NC(CCCN)C(NC(C(CC)C)C(NC(C(C)C)C(NC(C(C)C)C(NC(CCCCN)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCCCN)C(NC(CC1=CC=C(O)C=C1)C(NC(CC(C)C)C(NC(C(C)C)CO)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C)=O		
Theonellamide B	1602.475	O=C(NC(CC(NC(C(NC(CN1C=NC2=C1)C(NC(CC(N)=O)C3=O)=O)=O)CO)=O)C(/C=C(C)/C=C/C4=CC=CC=C4)O)C(CC5=CC=CC=C5)NC(C(CO)NC(C(C(C)O)NC(C(NC(CC(O)CC(C(O)=O)NC(C(CNC(C(NC(C(N3)C(O)C(N)=O)=O)C(C)C6=CC=C(Br)C=C6)=O)O)=O)=O)C2)=O)=O)=O		
Tallysomycin S12b	1602.668	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCN4CCOCC4)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C5=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C5C)=O)([H])[C@@](C6=CNC=N6)([H])O[C@H](O7)[C@@H](O[C@@H](O[C@H](CO)[C@H]8O)[C@@H](O)[C@H]8OC(N)=O)[C@@H](O)[C@H](O)[C@@H]7CO)=O)=O	Streptoalloteichus hindustanus + N-3-aminopropyl-morpholine	(S.aureus, 12.5) (S.lutea, 12.5) (B.subt., .4) (E.coli, 1.6) (P.vulg., 50) (Mycob.sp., .2) (Fungi, 25)
Tallysomycin-B; BU-2231-B; Talisomycin-B	1603.7	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCNCCCCN)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C4=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C4C)=O)([H])[C@@](C5=CNC=N5)([H])O[C@H](O6)[C@@H](O[C@@H](O[C@H](CO)[C@H]7O)[C@@H](O)[C@H]7OC(N)=O)[C@@H](O)[C@H](O)[C@@H]6CO)=O)=O	Streptoalloteichus hindustanus e465-94 ATCC 31158	(g-pos., ) (g-neg., ) (fungi, ) (phage, ) (antitumor, ) (S.aureus, .05) (B.subt., .2) (S.lutea, ) (E.coli, .05) (K.pneum., .025) (P.vulg., .2) (Ps.aer., .2) (C.alb., .8) (S.cerev., .2)  (Piricularia oryzae) (1.6)
Vitilevuamide	1603.896	O=C(NC(CSCC(NC(CCC(O)=O)=O)C1=O)C(NC(C(NC(C(NC(CC(C)CC)C(NC(C(N(C(C(O)COC)C2=O)C)=O)C(C)C)=O)=O)=C)=O)C(C)CC)=O)C3CCCN3C(C(CC4=CC=CC=C4)NC(C(NC(C(CC(C)CC)NC(C(C)NC(C(CC5=CC=CC=C5)N1)=O)=O)=O)C(C)OC(C(CO)N2)=O)=O)=O		
Orienticin	1606.478	OC(C(NC1=O)C2=CC(O)=CC(O)=C2C3=C(O)C=CC(C(C(NC1C4OC(CC5(N)C)OC(C)C5O)=O)NC(C6C7=CC(OC8=CC=C4C=C8Cl)=C(OC9OC(C(C(O)C9OC(OC(C)C%10O)CC%10(N)C)O)CO)C(OC%11=C(Cl)C=C(C=C%11)C(C(C(NC(C(N6)=O)CC(N)=O)=O)NC(C(N(C)C)CC(C)C)=O)O)=C7)=O)=C3)=O		
Didemnin D	1607.866	COC1=CC=C(CC(C(OC(C(NC(C(CC(C)C)N(C)C(C2CCCN2C(C(C)OC(C(NC(C(NC(C(NC(C(N3)CCC3=O)=O)CCC(N)=O)=O)CCC(N)=O)=O)CCC(N)=O)=O)=O)=O)=O)C4=O)C)=O)N(C)C(C5N(C(C(CC(C)C)NC(C(C(C(C(C)C)OC(CC(O)C(C(CC)C)N4)=O)=O)C)=O)=O)CCC5)=O)C=C1		
Acanthagangliosides A-H	1609.937	OC(C(OC(OC(C(C1OC2C(OC(OCC(C(C(CCCCCCCCCCCCC)O)O)NC([C@H](CCCCCCCCCCCCCCCCCCCCCC)O)=O)C(C2O)O)CO)O)C(C(O1)CO)O)(C(O)=O)CC3OC(C(C(OC4C(C(C(O4)C(CO)O)O)O)C5O)O)OC5CO)C3NC(C)=O)C(CO)O		
Homophymine A	1611.943	OC(C(O)C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(CO)C(NC(CCCN)C(NC(C(N(C)C(CCC(N)=O)C(NC(C(C)OC)C(NC(CC(O)=O)C(N1CCCCC1C2=O)=O)=O)=O)=O)CC(C)C)=O)=O)=O)C(O2)C(C)C(C)C)=O)=O)C(NC(C(NC(C(C(C(CC(CCC)C)C)O)C)=O)CCCN)=O)CCC(N)=O		
Goadsporin	1612.801	CC(C1=NC(C(NC(C(C)C)C(NC(C2=NC(C(NC(C(NC(CC(C)C)C3=NC(C(NC(C(NCC(NCC4=C(C)OC(C(NC(CC(C)C)C(NC(C5=NC(C(NC(C)C(NCC6=NC(C(NC(C(C)C)C(O)=O)=O)=CS6)=O)=O)=CO5)=C)=O)=O)=N4)=O)=O)CO)=O)=CS3)=O)C(C)CC)=O)=C(C)O2)=C)=O)=O)=C(C)O1)NC(C)=O		
Homophymine A	1612.927	OC(C(O)C(NC(C(C(C(N)=O)C)C)C(NC(C(NC(CO)C(NC(CCCN)C(NC(C(N(C)C(CCC(N)=O)C(NC(C(C)OC)C(NC(CC(O)=O)C(N1CCCCC1C2=O)=O)=O)=O)=O)CC(C)C)=O)=O)=O)C(O2)C(C)C(C)C)=O)=O)C(NC(C(NC(C(C(C(CC(CCC)C)C)O)C)=O)CCCN)=O)CCC(O)=O		
Tallysomycin	1614.723	O=C(C(CNC(C1=NC(N)=C(C)C(C(NC(C(OC(OC(C2O)CO)C(C2O)O[C@@H](O[C@@H]([C@H]3O)CO)[C@@H]([C@@H]3OC(N)=O)O)C4=CNC=N4)C(NC(C(CC(NC(C(C)O)C(NC(C(C5=NC(C6=NC(C(NCCCN7CCCCC7C)=O)=CS6)=CS5)O)O[C@H](O[C@@H]([C@H]8N)C)[C@@H]([C@@H]8O)O)=O)=O)O)C)=O)=O)=N1)CC(N)=O)N)N		
Orienticin	1616.045	CNC(C(NC(C(C1=CC(Cl)=C(OC2=CC3=CC(OC4=CC=C5C=C4)=C2OC(C(C6O)OC(CC7(NCC(O)=O)C)OC(C)C7O)OC(C6O)CO)C=C1)O)C(NC(C(NC3C(NC(C(NC8C5OC(OC(C)C9O)CC9(N)C)=O)C%10=CC(C%11=C(O)C=C(O)C=C%11C(C(O)=O)NC8=O)=C(C=C%10)O)=O)=O)CC(N)=O)=O)=O)CC(C)C		
Tallysomycin S13b	1616.695	O=C(NC(O[C@H](O[C@@H](C)[C@H]1N)[C@H](O)[C@@H]1O)C(O)C2=NC(C3=NC(C(NCCCN4C(C)COCC4)=O)=CS3)=CS2)[C@@]([C@](C)([H])O)([H])NC(C[C@H](O)[C@@H](C)NC([C@](NC(C5=NC([C@](NC[C@H](N)C(N)=O)([H])CC(N)=O)=NC(N)=C5C)=O)([H])[C@@](C6=CNC=N6)([H])O[C@H](O7)[C@@H](O[C@@H](O[C@H](CO)[C@H]8O)[C@@H](O)[C@H]8OC(N)=O)[C@@H](O)[C@H](O)[C@@H]7CO)=O)=O	Streptoalloteichus hindustanus + N-3-aminopropyl-2-pipecoline	(S.aureus, 6.3) (S.lutea, 6.3) (B.subt., .8) (E.coli, .4) (P.vulg., 12.5) (Mycob.sp., .2) (Fungi, 12.5)
Bogorol D	1618.144	CCC(C)C(O)C(N/C(C(NC(CCS(C)=O)C(NC(CCCN)C(NC(C(CC)C)C(NC(C(C)C)C(NC(C(C)C)C(NC(CCCCN)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCCCN)C(NC(CC1=CC=C(O)C=C1)C(NC(CC(C)C)C(NC(C(C)C)CO)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C)=O		
